Group,Genus,Species,Paper,Authors,Journal,Year,Link,Sex,Experiment_location,Wing Beat Frequency (Hz),WBF,Tethered_Free,Circadian Time,Circadian time when WBF measured,WBF measuring method
Ae. aegypti,Aedes,aegypti,The impact of body size on Aedes [Stegomyia] aegypti wingbeat frequency: implications for mosquito identification,de Nadai B.L.; Maletzke A.G.; Corbi J.J.; Batista G.E.A.P.A.; Reiskind M.H.,Medical and Vetinary Entomology,2021,https://doi.org/10.1111/mve.12540,Female,Lab,644.861,Mean = 644.861 (high density),Free,14 L: 10 D,,optical sensor
Ae. aegypti,Aedes,aegypti,An investigation of Dirofilaria immitis infection and its effects on mosquito wingbeat frequencies,Park D.; Bowles J.; McKenzie B.; Narayanan H.V.; Prakash M.; Blagburn B.; Starkey L.; Zohdy S.,Vetinary Parasitology,2020,https://doi.org/10.1016/j.vetpar.2020.109112,Female,Lab,1070,Mean 1070,Free,,,iPhone Voice Memo app
Ae. aegypti,Aedes,aegypti,Targeting Sex Determination to Suppress Mosquito Populations,Li M.; Kandul N.P.; Sun R.; Yang T.; Benetta E.D.; Brogan D.J.; Antoshechkin I.; Sánchez C.H.M.; Zhan Y.; DeBeaubien N.A.; Loh Y.M.; Su M.P.; Montell C.; Marshall J.M.; Akbari O.S.,eLife,2023,https://doi.org/10.7554/eLife.90199.3,Male,Lab,668.51,Mean 668.51,Free,12L: 12D,ZT12,Microphone (Knowles NR-2315
Ae. aegypti,Aedes,aegypti,Targeting Sex Determination to Suppress Mosquito Populations,Li M.; Kandul N.P.; Sun R.; Yang T.; Benetta E.D.; Brogan D.J.; Antoshechkin I.; Sánchez C.H.M.; Zhan Y.; DeBeaubien N.A.; Loh Y.M.; Su M.P.; Montell C.; Marshall J.M.; Akbari O.S.,eLife,2023,https://doi.org/10.7554/eLife.90199.3,Female,Lab,468.1,Mean 468.1,Free,12L: 12D,ZT12,Microphone (Knowles NR-2315
Ae. aegypti,Aedes,aegypti,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Male,Lab,624.5,624.5 ± 24.6 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
Ae. aegypti,Aedes,aegypti,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Female,Lab,405,405 ± 22 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
Ae. aegypti,Aedes,aegypti,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Female,Lab,530,530,Free,,,
Ae. aegypti,Aedes,aegypti,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Male,Lab,800,800,Free,,,
Ae. aegypti,Aedes,aegypti,Effect of Temperature on Mosquito Olfaction ,Lahondère C.; Vinauger C.; Liaw J.E.; Tobin K.K.S.; Joiner J.M.; Riffell J.A.,Integrative and Comparative Biology,2023,https://doi.org/10.1093/icb/icad066,Female,Lab,400,400,Tethered,12 L: 12 D,ZT0-ZT2/ZT10-ZT12,optical sensor (JFI Electronics)
Ae. aegypti,Aedes,aegypti,Effect of Temperature on Mosquito Olfaction ,Lahondère C.; Vinauger C.; Liaw J.E.; Tobin K.K.S.; Joiner J.M.; Riffell J.A.,Integrative and Comparative Biology,2023,https://doi.org/10.1093/icb/icad066,Female,Lab,450,450,Tethered,12 L: 12 D,ZT0-ZT2/ZT10-ZT12,optical sensor (JFI Electronics)
Ae. aegypti,Aedes,aegypti,Effect of Temperature on Mosquito Olfaction ,Lahondère C.; Vinauger C.; Liaw J.E.; Tobin K.K.S.; Joiner J.M.; Riffell J.A.,Integrative and Comparative Biology,2023,https://doi.org/10.1093/icb/icad066,Female,Lab,500,500,Tethered,12 L: 12 D,ZT0-ZT2/ZT10-ZT12,optical sensor (JFI Electronics)
Ae. aegypti,Aedes,aegypti,The essential factor regulating the wing-stroke frequency of insects in wing mutilation and loading experiments and in experiments at subatmospheric pressure,Sotavalta O.,"Annales Zoologici Societatis Zoologicae Botanicae Fennicae ""Vanamo""",1952,https://publikationen.ub.uni-frankfurt.de/frontdoor/index/index/year/2007/docId/16113,Female,Lab,480,480,Tethered,,,
Ae. albopictus,Aedes,albopictus,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Male,Lab,903,903 (mean),Tethered,14 L: 10 D,,
Ae. albopictus,Aedes,albopictus,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Female,Lab,462,462 (mean),Tethered,14 L: 10 D,,
Ae. albopictus,Aedes,albopictus,Measurement of flight tone differences between female Aedes aegypti and A. albopictus (Diptera: Culicidae),Brogdon H.W.,Journal of Medical Entomology,1994,https://doi.org/10.1093/jmedent/31.5.700,Male,Lab,724,"724 (N=50, sampling rate = 5000 Hz)",Free,,,
Ae. albopictus,Aedes,albopictus,Measurement of flight tone differences between female Aedes aegypti and A. albopictus (Diptera: Culicidae),Brogdon H.W.,Journal of Medical Entomology,1994,https://doi.org/10.1093/jmedent/31.5.700,Female,Lab,542,"542 (N=50, sampling rate=1000 Hz), 544 (N=50, sampling rate = 5000 Hz)",Free,,,
Ae. albopictus,Aedes,albopictus,"Optical remote sensing for monitoring flying mosquitoes, gender identification and discussion on species identification",Genoud A.P.; Basistyy R.; Williams G.M.; Thomas B.P.,Applied Physics B,2018,https://doi.org/10.1007/s00340-018-6917-x,Male,Lab,681,681 ± 5 (SD= 59),Free,,,
Ae. albopictus,Aedes,albopictus,"Optical remote sensing for monitoring flying mosquitoes, gender identification and discussion on species identification",Genoud A.P.; Basistyy R.; Williams G.M.; Thomas B.P.,Applied Physics B,2018,https://doi.org/10.1007/s00340-018-6917-x,Female,Lab,456,456 ± 6 (SD= 41),Free,,,
Ae. albopictus,Aedes,albopictus,Differences in Male Mating Response and Female Flight Sounds in Aedes aegypti and Ae. albopictus,Duhrkopf R.E.; Hartberg W.K.,Journal of Medical Entomology,1992,https://doi.org/10.1093/jmedent/29.5.796,Female,Lab,480,480 (n=6,Free,,,
Ae. albopictus,Aedes,albopictus,Measuring the fundamental frequency and the harmonic properties of the wingbeat of a large number of mosquitoes in flight using 2D optoacoustic sensors,Potamitis I.; Rigakis I.,Applied Acoustics,2016,https://doi.org/10.1016/j.apacoust.2016.03.005,Male,Lab,592,592,Free,,,
Ae. albopictus,Aedes,albopictus,Detecting Insect Flight Sounds in the Field: Implications for Acoustical Counting of Mosquitoes,Raman D.R.; Gerhardt R.R.; Wilkerson J.B., Transactions of the ASABE,2007,https://doi.org/10.13031/2013.23606,Female,Lab,400,400,Free,,,
Ae. albopictus,Aedes,albopictus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,595,"595 (median), IQR = 575-620, N=4855",Free,,,
Ae. albopictus,Aedes,albopictus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,536.16,"536.16 ± 1.08 (SE) (31.24, SD), N=591",Free,,,
Ae. albopictus,Aedes,albopictus,Capacitive Mosquito Wing-beat Sensor: A Novel Sensor for Intelligent Traps,Brendan Khoo T. T.; Muralindran M.; Rosalyn R.P.; Kitt W.W., International Journal of Engineering Research and Applications,2020,https://doi.org/10.9790/9622-1007071827  ,Male,Lab,550,550 Hz (n = 1),Free,,,capacitive wing-beat sensor 
Ae. albopictus,Aedes,albopictus,Capacitive Mosquito Wing-beat Sensor: A Novel Sensor for Intelligent Traps,Brendan Khoo T. T.; Muralindran M.; Rosalyn R.P.; Kitt W.W., International Journal of Engineering Research and Applications,2020,https://doi.org/10.9790/9622-1007071827  ,Female,Lab,460,460 Hz (n = 1),Free,,,capacitive wing-beat sensor 
Ae. albopictus,Aedes,albopictus,"Evaluation of a novel sensor system integrated into a mosquito trap to determine mosquito species, age and sex",Casanovas J.B.,Thesis,2018,https://core.ac.uk/outputs/224835216,Male,Lab,684.221659,"684.221659 (mean) , N=664",Free,12 L: 12 D,,optoelectronic sensor prototype
Ae. albopictus,Aedes,albopictus,"Evaluation of a novel sensor system integrated into a mosquito trap to determine mosquito species, age and sex",Casanovas J.B.,Thesis,2018,https://core.ac.uk/outputs/224835216,Female,Lab,531.230713,"531.230713 (mean), N=776",Free,12 L: 12 D,,optoelectronic sensor prototype
Ae. albopictus,Aedes,albopictus,Mosquito counting system based on optical sensing,Wang J.; Zhu S.; Lin Y.; Svanberg S.; Zhao G.,Applied Physics B,2020,https://doi.org/10.1007/s00340-019-7361-2,Male,Lab,775,775 Hz  (n=65),Free,,,optical sensor
Ae. albopictus,Aedes,albopictus,Mosquito counting system based on optical sensing,Wang J.; Zhu S.; Lin Y.; Svanberg S.; Zhao G.,Applied Physics B,2020,https://doi.org/10.1007/s00340-019-7361-2,Female,Lab,520,520 Hz (n=40),Free,,,optical sensor
Ae. albopictus,Aedes,albopictus,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Female,Lab,660,660,Free,,,
Ae. albopictus,Aedes,albopictus,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Male,Lab,730,730,Free,,,
Ae. cinereus,Aedes,cinereus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Male,Lab,566,566,Free,,,
Ae. cinereus,Aedes,cinereus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,404,404 ± 19,Free,,,
Ae. cinereus,Aedes,cinereus,Acoustic orientation of male Aedes diantaeus during mating,Apasov S.G.; Zhantiev R.D.; Tamarina N.A.; Fedorova M.V.,Parazitologiia,1986,https://pubmed.ncbi.nlm.nih.gov/2947032/,Female,Lab,400,400,Free,,,
Ae. communis,Aedes,communis,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Male,Lab,555,555 ± 14,Free,,,
Ae. communis,Aedes,communis,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,350,350 ± 9,Free,,,
Ae. communis,Aedes,communis,"Frequency tuning of swarming male mosquitoes (Aedes communis, Culicidae) and its neural mechanisms",Lapshin D.N.; Vorontsov D.D.,Journal of Insect Physiology,2021,https://doi.org/10.1016/j.jinsphys.2021.104233,Male,Field,415,415 ± 8 Hz (n=6) (mean±sd),Free,,,
Ae. communis,Aedes,communis,"Frequency tuning of swarming male mosquitoes (Aedes communis, Culicidae) and its neural mechanisms",Lapshin D.N.; Vorontsov D.D.,Journal of Insect Physiology,2021,https://doi.org/10.1016/j.jinsphys.2021.104233,Female,Field,229,229 ± 10 Hz (n=10) (mean±sd),Free,,,
Ae. diantaeus,Aedes,diantaeus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Male,Lab,538,538 ± 20,Free,,,
Ae. diantaeus,Aedes,diantaeus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,330,330 ± 13,Free,,,
Ae. diantaeus,Aedes,diantaeus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,380,380 ± 22,Free,,,
Ae. diantaeus,Aedes,diantaeus,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,412,412 ± 22,Free,,,
Ae. diantaeus,Aedes,diantaeus,Acoustic orientation of male Aedes diantaeus during mating,Apasov S.G.; Zhantiev R.D.; Tamarina N.A.; Fedorova M.V.,Parazitologiia,1986,https://pubmed.ncbi.nlm.nih.gov/2947032/,Female,Lab,320,320,Free,,,
Ae. dorsalis,Aedes,dorsalis,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,373.92,"373.92 ± 4.57 (SE) (42.87, SD), N=40",Free,,,
Ae. excrucians,Aedes,excrucians,"Functions of the Auditory System of Female Mosquitoes (Diptera, Culicidae)",Lapshin D.N.; Vorontsov D.D.,Entomological Review,2023,https://doi.org/10.1134/S0013873823030016,Male,Lab,463,463,Free,,,
Ae. excrucians,Aedes,excrucians,"Functions of the Auditory System of Female Mosquitoes (Diptera, Culicidae)",Lapshin D.N.; Vorontsov D.D.,Entomological Review,2023,https://doi.org/10.1134/S0013873823030016,Female,Lab,274,274,Free,,,
Ae. infirmatus,Aedes,infirmatus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,380.83,"380.83 ± 2.35 (SE) (29.89, SD), N=33",Free,,,
Ae. japonicus,Aedes,japonicus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,383,"383 ± 1.42 (SE) (37.24, SD), N=322",Free,,,
Ae. mediovittatus,Aedes,mediovittatus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,420,"420 (median), IQR = 415-445, N= 1505",Free,,,
Ae. punctor,Aedes,punctor,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Male,Lab,503,503 ± 17,Free,,,
Ae. punctor,Aedes,punctor,Frequency characteristics of the flight sounds and of Johnson's organs in sympatric mosquitoes of the genus Aedes (Culicidae),Tamarina N.A.; Zhantiev R.D.; Fedorova M.V.,Parazitologiia,1980,https://pubmed.ncbi.nlm.nih.gov/7422349/,Female,Lab,308,308 ± 10,Free,,,
Ae. punctor,Aedes,punctor,Acoustic orientation of male Aedes diantaeus during mating,Apasov S.G.; Zhantiev R.D.; Tamarina N.A.; Fedorova M.V.,Parazitologiia,1986,https://pubmed.ncbi.nlm.nih.gov/2947032/,Female,Lab,290,290,Free,,,
Ae. sierrensis,Aedes,sierrensis,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,405,"405 (median), IQR = 375-425, N= 7734",Free,,,
Ae. sierrensis,Aedes,sierrensis,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,425.31,"425.31 ± 1.82 (SE) (31.55, SD), N=40",Free,,,
Ae. taeniorhynchus,Aedes,taeniorhynchus,Acoustical detection of Aedes taeniorhynchus swarms and emergence exoduses in remote salt marshes,Mankin R.W.,Journal of the American Mosquito Control Association,1994,https://pubmed.ncbi.nlm.nih.gov/8965083/,Male,Lab,703,703 ± 17 (SE),Free,,,
Ae. taeniorhynchus,Aedes,taeniorhynchus,Acoustical detection of Aedes taeniorhynchus swarms and emergence exoduses in remote salt marshes,Mankin R.W.,Journal of the American Mosquito Control Association,1994,https://pubmed.ncbi.nlm.nih.gov/8965083/,Female,Lab,441,441 ± 20 (SE),Free,,,
Ae. taeniorhynchus,Aedes,taeniorhynchus,Acoustical detection of Aedes taeniorhynchus swarms and emergence exoduses in remote salt marshes,Mankin R.W.,Journal of the American Mosquito Control Association,1994,https://pubmed.ncbi.nlm.nih.gov/8965083/,Male,Field,843,843 ± 18 (SE),Free,,,
Ae. taeniorhynchus,Aedes,taeniorhynchus,Acoustical detection of Aedes taeniorhynchus swarms and emergence exoduses in remote salt marshes,Mankin R.W.,Journal of the American Mosquito Control Association,1994,https://pubmed.ncbi.nlm.nih.gov/8965083/,Female,Field,496,496 ± 15 (SE),Free,,,
Ae. taeniorhynchus,Aedes,taeniorhynchus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,447.61,"447.61 ± 1.16 (SE) (40.05, SD), N=1196",Free,,,
Ae. togoi,Aedes,togoi,Making waves: The use of sound by a mosquito and three moth species,Hart M.,Thesis,2012,https://summit.sfu.ca/_flysystem/fedora/sfu_migrate/13647/etd7352_MHart.pdf,Male,Lab,523,523 ± 25 (mean ± SD),Tethered,16 L: 8 D,,"Knowles, NR3158"
Ae. togoi,Aedes,togoi,Making waves: The use of sound by a mosquito and three moth species,Hart M.,Thesis,2012,https://summit.sfu.ca/_flysystem/fedora/sfu_migrate/13647/etd7352_MHart.pdf,Female,Lab,306,306± 23 (mean ± SD),Tethered,16 L: 8 D,,"Knowles, NR3158"
Ae. triseriatus,Aedes,triseriatus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,395.12,"395.12 ± 1.29 (SE) (33.41, SD), N=355",Free,,,
Ae. triseriatus,Aedes,triseriatus,Automated identification of flying insects by analysis of wingbeat frequencies,Moore A.; Miller J.R.; Tabashnik B.E.; Gage S.H.,Journal of Economic Entomology,1986,https://doi.org/10.1093/jee/79.6.1703,Male,Lab,592,592 ± 47,Free,,,
Ae. triseriatus,Aedes,triseriatus,Automated identification of flying insects by analysis of wingbeat frequencies,Moore A.; Miller J.R.; Tabashnik B.E.; Gage S.H.,Journal of Economic Entomology,1986,https://doi.org/10.1093/jee/79.6.1703,Female,Lab,388,388 ± 33,Free,,,
Ae. vexans,Aedes,vexans,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,377.62,"377.62 ± 0.98 (SE) (26.11, SD), N=21",Free,,,
Ae. vexans,Aedes,vexans,Flight Sounds of the Females of Some Mosquitoes of Western Canada,Belton P; Costello R.A.,Entomologia Experimentalis et Applicata,2011,https://doi.org/10.1111/j.1570-7458.1979.tb02904.x,Female,Lab,325,300-350,Free,,,
An. albimanus,Anopheles,albimanus ,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,450,Median 450,Free,,,
An. albimanus,Anopheles,albimanus ,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,460.02,"460.02 ± 0.53 (SE) (32.44, SD)",Free,,,
An. albimanus,Anopheles,albimanus ,Precopulatory acoustic interactions of the New World malaria vector Anopheles albimanus (Diptera: Culicidae),Pantoja-Sánchez H.; Gomez S.; Velez V.; Avila F.W.; Alfonso-Parra C.,Parasites & Vectors,2019,https://doi.org/10.1186/s13071-019-3648-8,Male,Lab,524.11,"524.11 ± 63.73 Hz (mean ± SEM, n = 78) mean ± SEM",Tethered,12 L: 12 D,,"one particle velocity microphone (NR-23158-000, Knowles, Itasca, IL, USA) "
An. albimanus,Anopheles,albimanus ,Precopulatory acoustic interactions of the New World malaria vector Anopheles albimanus (Diptera: Culicidae),Pantoja-Sánchez H.; Gomez S.; Velez V.; Avila F.W.; Alfonso-Parra C.,Parasites & Vectors,2019,https://doi.org/10.1186/s13071-019-3648-8,Female,Lab,368.91,368.91 ± 34.28 Hz (n = 116) mean ± SEM,Tethered,12 L: 12 D,,"one particle velocity microphone (NR-23158-000, Knowles, Itasca, IL, USA) "
An. albimanus,Anopheles,albimanus ,Precopulatory acoustic interactions of the New World malaria vector Anopheles albimanus (Diptera: Culicidae),Pantoja-Sánchez H.; Gomez S.; Velez V.; Avila F.W.; Alfonso-Parra C.,Parasites & Vectors,2019,https://doi.org/10.1186/s13071-019-3648-8,Male,Lab,713.76,713.76 ± 3.16 (n=30) mean ± SEM,Free,12 L: 12 D,,four electret microphones (Knowles FG-23329-C05)
An. albimanus,Anopheles,albimanus ,Precopulatory acoustic interactions of the New World malaria vector Anopheles albimanus (Diptera: Culicidae),Pantoja-Sánchez H.; Gomez S.; Velez V.; Avila F.W.; Alfonso-Parra C.,Parasites & Vectors,2019,https://doi.org/10.1186/s13071-019-3648-8,Female,Lab,430.34,430.34 ± 28.48 (n=30) mean ± SEM,Free,12 L: 12 D,,four electret microphones (Knowles FG-23329-C05)
An. arabiensis,Anopheles,arabiensis,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,505,Median 505,Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,738,"Lab strain AHERO: 738 ± 28 Hz, Lab strain ARZAG & AHERO: 703 ± 34 Hz, WT/ Field strain: 719 ± 21 se",Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,703,"Lab strain AHERO: 738 ± 28 Hz, Lab strain ARZAG & AHERO: 703 ± 34 Hz, WT/ Field strain: 719 ± 21 se",Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,719,"Lab strain AHERO: 738 ± 28 Hz, Lab strain ARZAG & AHERO: 703 ± 34 Hz, WT/ Field strain: 719 ± 21 se",Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,459,"Lab strain AHERO: 459 ± 16 Hz, Lab strain ARZAG & AHERO: 435 ± 18 Hz, WT/ Field strain: 443 ± 17 se",Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,435,"Lab strain AHERO: 459 ± 16 Hz, Lab strain ARZAG & AHERO: 435 ± 18 Hz, WT/ Field strain: 443 ± 17 se",Free,,,
An. arabiensis,Anopheles,arabiensis,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,443,"Lab strain AHERO: 459 ± 16 Hz, Lab strain ARZAG & AHERO: 435 ± 18 Hz, WT/ Field strain: 443 ± 17 se",Free,,,
An. arabiensis,Anopheles,arabiensis,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Male,Lab,763.4,763.4 ± 4.6 Hz  (n=24) se,Free,,,
An. arabiensis,Anopheles,arabiensis,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Female,Lab,488.9,488.9 ± 2.6 Hz  (n=24) se,Free,,,
An. arabiensis,Anopheles,arabiensis,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Male,Lab,703,703 ± 8.72,Free,,,
An. arabiensis,Anopheles,arabiensis,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Female,Lab,435,435 ± 4.88,Free,,,
